Comment,Mn,Zr,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Pb,Th,U,P,La,Ce,Pr,Nd,Sr,Y,Lu
PALvf_88,382.2,1.57,729,58.1,620,81.4,477,86.9,225.4,28.43,164.2,24.5,19.84,7.19,47900,2626,6610,843,3644,316.4,2417,21.63
PALvf_89,537,2.31,626,85.7,638,95.6,588,115.2,302,41.8,262,15.51,19.8,21.18,50700,448,1868,335,1962,406,2960,36.5
PALvf_90,345.5,1.42,453.3,94,436.1,60.8,369.8,70.7,190.7,25.11,153.3,21.18,16.09,16.92,51020,449,1765,301.9,1725,299.5,1918,22.63
PALvf_91,881,0.88,346,21.54,394,58.7,376,76.5,224.6,30.58,189.3,8.401,12.25,8.06,51100,213,809,150.9,961,191.7,2260,28.38
PALvf_92,363.3,0.227,832,50.4,696,94.7,549,100.6,261.7,32.91,182.7,17.5,14.25,8.59,49700,2872,7110,949,4134,256.8,2799,23.98
PALvf_93,979,1.04,432,19.63,426,59.1,349,70.3,182.6,23.16,136.1,28.75,21,10.5,49500,963,2810,393,1872,112.3,1887,20.63
PALvf_94,616,5.25,572,125.2,542,76.1,459,86.2,228.4,30.91,187.4,84.3,22.5,31.49,43560,561,2310,394.2,2201,770,2383,26.4
PALvf_95,491.5,2.05,802,119.2,743,102.2,614,114.5,292,37.21,214.6,13.55,16.24,18.19,47650,877,3389,579,3184,313.9,2980,29.06
PALvf_96,544,1.87,649,105.2,575,76.4,456,82.3,209.8,25.73,144.7,12.51,18.55,16.44,49200,721,2843,475,2585,273.7,2228,19.18
PALvf_97,331.4,0.591,442.3,65.5,617,108,739,148.1,412,60,385,33.36,8.99,27.7,51600,120.6,617,145.9,1070,211.5,4490,54.8
PALvf_98,252,1.89,917,124.8,868,118.4,683,123.6,311,38.7,229.5,8.226,30.6,14.49,54300,1228,4450,754,4070,410,3290,30.21
PROf_1,577,14.34,177,30.84,152.8,18.29,104.3,19.08,46,5.61,30.1,5.368,6.13,1.873,463000,526,1288,164.5,817,1092,530,3.99
PROf_2,3989,0.201,830,3.07,963,188.5,1279,230.2,607,81.1,472,31.11,28.19,35.31,405000,720,2622,403.2,1980,42.16,6530,55.7
PROf_3,573,0.239,80,16.79,73.2,9.02,54.7,10.33,27.48,3.49,21.38,17.64,7.09,4.06,462000,376.8,928,108.2,450,211.7,290.4,3.279
PROf_4,314.7,0.67,1156,23.5,942,116.7,687,129.6,335.4,41.5,226.4,10.722,19.54,6.56,454000,5330,11830,1464,6580,204.8,3258,29.08
PROf_5,335.9,0.18,155,16,162.9,22.2,142.5,27.5,79.9,9.92,58.7,6.6,0.559,0.317,453000,146.6,565,100.9,566,252.7,808,7.92
PROf_6,593,34.3,257.7,29.91,223.9,27.27,154.6,27.91,68,8.35,45.5,11.977,30.07,7.53,476000,833,2072,259.9,1277,852,774,5.99
PROf_7,291,0.56,54.3,10.84,51.4,6.56,38.3,7.49,20.87,2.51,14.95,22.41,55.6,29.42,442000,452,744,76.4,306,200.7,220.9,2.223
PROf_8,419.4,0.043,295.7,15.86,319,45.7,286,51.8,132.6,14.68,73.4,11.489,0.415,5.03,473000,420,1244,182.6,1010,255.5,1447,8.87
PROf_9,491,16.52,235.9,27.36,198,24.12,139.7,24.84,60.4,7.24,38.9,13.93,19.04,5.1,452000,854,2000,273,1238,888,690,5.24
PROf_10,375,0.38,197,13.4,153,17.3,98.2,17.4,43.6,5.17,27.5,9.56,40.6,9.6,457000,1430,2910,308,1270,291.3,488,3.81
PROf_11,324.1,0.164,211.4,23.61,174.1,21.98,130.9,25.48,67.1,8.08,44.2,6.62,4.96,1.139,473000,591,1753,235.5,1094,306,701,5.96
PROf_12,612,0.295,137.7,13.79,111.6,13.15,73.7,13.47,34.6,4.4,25.2,22.63,2.64,16.24,452000,274,923,132,637,605,377,3.7
PROf_13,301.6,0.15,86.4,9.48,83.3,9.13,47.8,8.74,20.18,2.221,11.85,6.13,3.69,1.285,467000,164.9,484,72.8,368,332.2,213.5,1.704
PROf_14,454,1.275,561,48.4,516,71.3,431,80.9,221.5,29.89,180.5,36.37,25.99,41.8,476000,260.5,1556,321.5,1967,162.3,2368,24.92
PROf_15,364,1.99,889,73.8,730,95.3,531,90.5,213.3,21.25,97.4,19,97,17.39,492000,2729,7430,991,4430,224,2580,11.01
PROf_16,1436,0.542,653,43.4,593,82.1,506,95.5,261.9,38.05,262.6,51.79,45.4,25.06,452000,1014,3535,544,2880,387,3166,38.28
PROvf_1,605,1.9,112,11,98.7,12.5,72.1,13.9,36.4,4.45,24.4,29.11,11.75,1.77,66500,389,990,127,603,270.1,376,3.65
PROvf_2,870,0.71,560,40,614,94.3,598,115.5,300.2,37.64,206.1,43.26,0.73,6.58,60700,660,1840,288,1670,520,3132,25.84
PROvf_3,363.5,0.196,282.3,34.92,230.2,28.25,157.1,29.59,74.6,9.05,53.6,17.98,10.85,16.15,68700,977,2674,337.6,1510,286.4,807,7.67
PROvf_4,1289,1.6,494,43.1,395,49.7,287.5,54.5,139.1,16.34,89.6,11.87,37.8,5.57,76000,1853,4670,590,2602,473,1408,11.05
PROvf_5,371.9,1.51,348.9,59.5,239.3,28.37,164.8,32.63,92.2,13.46,93.1,16.082,14.93,6.93,67000,2410,5230,636,2498,600,913,13.1
PROvf_6,656.9,0.369,294,31,289,36.3,203,37.6,94,11.8,68.1,29.19,11.7,6.21,60920,201,850,165,980,641.5,1140,9.9
PROvf_7,235.6,1.12,219.8,19.78,208,26.66,158.3,31.4,84.1,10.3,59.7,15.74,14.31,3.991,63000,810,2093,259,1133,245.1,923,7.66
PROvf_8,346.3,0.277,115.9,12.45,100.1,12.32,70.7,13.92,36.2,4.55,26.03,14.942,22.79,11.41,77900,758,1631,172.8,665,258.5,405,3.595
PROvf_9,383,0.74,114.9,14.59,93.8,11.4,64,12.13,31.1,3.78,22,23.18,27.2,10.81,68900,808,1610,173.3,674,261.2,348,3.01
PROvf_10,1175,16.4,249,30.2,203,25.76,146.2,27.2,69.1,8.28,47.5,22.84,6.46,1.475,61400,1170,2650,306,1285,601,772,6.07
PROvf_11,538,0.54,256,16.09,233.7,30.98,182.3,35.3,95.1,11.69,65.1,7.702,9.68,3.16,77200,792,2204,280.3,1268,143.3,994,8.11
PROvf_12,592,1.05,152.1,15.98,98.3,10.35,53.2,9.6,23.93,2.877,16.44,67.59,16.69,39.9,65400,1949,3546,335.5,1172,505,279.3,2.4
PROvf_13,1514,2.94,378.4,33.16,303.3,38.51,224.3,42,106.9,12.84,69.2,25.88,24.13,4.26,63500,1519,3773,469.8,2015,486.4,1098,8.48
PROvf_14,1430,24.4,121.1,20.2,117.2,13.99,79,14.82,35.6,4.16,22.7,164.1,8.89,3.11,48000,346,859,115.6,583,2640,414,2.82
PROvf_15,862,47,427.9,27.85,359.4,43.9,248.1,45.1,113.3,12.95,71.1,68.5,30.5,8.23,61500,1463,3636,472,2146,316.3,1216,8.82
RANf_1,938,0.94,226.1,25.8,169.1,18.48,103.9,18.19,47.3,5.64,32.3,18.92,27.27,7.13,218300,1567,3390,374,1486,401,503,4.51
RANf_2,632,0.466,132.3,15.14,107.7,12.31,69.5,13.38,37.7,4.76,29.89,9.77,20.99,7.72,206900,1004,2009,208.3,846,158.3,389,4.68
RANf_3,1027,0.77,245.8,23.12,187.1,21.52,125.3,22.72,60.1,7.59,43.4,10.25,20.65,7.03,210000,1574,3387,381,1489,137.8,643,5.97
RANf_4,755,0.92,258.2,21.19,216.6,25.83,152.2,29.89,83.4,11.25,67.3,12.63,71.4,24,202300,2344,4249,417,1663,150.7,846,10.66
RANf_5,505.1,9.34,261,27.3,220.7,27.75,153.2,26.67,66.2,7.6,40.6,13.12,9.7,3.32,210000,919,2273,287.2,1322,605.9,733,5.18
RANf_6,921,0.584,180.2,14.16,139.7,16.14,86.1,15.43,39.1,4.71,25.15,7.34,18.53,5.23,218700,888,2122,246.7,1078,275.5,430.3,3.41
RANf_7,544,0.343,172.2,13.33,159.3,19.46,112.9,22.22,57.5,7.37,42.5,13.44,23.3,18.48,213200,652,1642,195.5,893,278,595,6.35
RANf_8,218.6,0.05,4.83,2.08,6.98,0.676,3.45,0.669,1.88,0.222,1.44,10.39,0.068,0.075,222200,9.5,17.72,3.28,19.6,360,20.61,0.3
RANf_9,819,0.39,165.7,16.74,131.7,14.69,80.3,14.85,38.77,4.7,27.23,15.56,23.8,8.9,167800,1234,2217,232.4,1009,171.8,405.2,4.25
RANf_10,578,1.35,227.7,16.12,199.4,25.79,147,26.47,68.6,9.15,56.6,18.26,8.62,5.29,212800,340,1128,170.7,863,146,931,8.28
RANf_11,384.6,0.088,53.5,8.19,49.6,5.72,32.5,6.77,18.59,2.52,16.03,6.047,12.16,11.15,215000,455,740,77,326,224.6,204.7,2.73
RANf_12,1551,0.7,166.6,18.86,133.7,15.86,93,18.5,52.8,7.11,42.2,13.08,15.57,3.56,211500,1401,3100,313.9,1211,263.8,552,6.04
RANvf_1,539,1.23,376.6,11.46,306,40.5,238.2,46.08,125.5,16.62,102.6,24.61,14.09,22.93,64900,1157,3381,431.3,1874,415.6,1287,13.64
RANvf_2,672,0.98,73,10.47,61.2,6.84,37.3,7.59,20.6,2.65,17.82,60.3,28.5,12.79,59490,1056,1621,140.8,501,477,215,3.25
RANvf_3,520.5,0.28,29,9.8,23.86,2.56,13.6,2.68,7.26,0.99,5.07,31.31,10.86,3.57,58000,250,445,49.5,196.5,376.2,77.1,0.836
RANvf_4,1049,1.53,315.9,32.71,234.5,28.11,154,27.77,69.1,8.61,45.7,24.96,26.9,6.33,57400,1514,3668,436.5,1814,355.7,767,6.04
RANvf_5,628,1.15,472,19.21,414,57.3,329.4,62,167.5,23.1,149.6,17.83,33.8,21.5,67100,407.8,1751,308.1,1646,149.7,1801,19.85
RANvf_6,764,2.06,439.2,30.84,372.7,47.69,275.2,52.33,134.6,15.81,86.7,19.74,33.55,5.79,57910,1421,3689,472.1,2165,171.3,1384,11.02
RANvf_7,831,0.66,154.8,17.6,119,13.59,72.8,13.35,34.21,4.18,24.4,12.13,20.5,4.77,70500,1186,2261,241,991,194.9,356,3.63
RANvf_8,1090,4.1,75.3,19.22,67.2,7.45,44.8,9.58,27.6,3.66,25,34.35,74.3,48.2,67500,1855,2303,171.5,571,292.6,308,4.37
RANvf_9,449,0.049,149,5.32,176,24.9,139,22.2,45,4.3,20,6.262,5.2,2.24,75500,130,468,76,423,62.7,590,2.11
RANvf_10,459.7,0.283,254.9,11.72,234,31.05,180.1,34.12,90.1,11.87,74.3,18.09,11.63,14.02,66100,293.9,1061,171.2,903,137.8,1018,10.29
RANvf_11,847,1.3,284.1,31.44,236.1,28.31,150.3,26.05,62,7,38.74,22.88,29.9,13.78,70000,610,1895,264.6,1257,309.2,695,4.81
RANvf_12,1216,0.175,57,9.76,47.5,5.9,36.2,8.14,26.07,3.93,30.4,12.28,21.41,10.24,64700,850,1513,128.4,432.4,198.7,290,6.16
RANvf_13,752,5.8,168.1,12.76,126.3,14.38,75.3,13.96,35.8,4.33,26.6,11.21,22.3,6.17,72900,1294,2760,273,1075,118.3,388,4.01
RANvf_14,877,0.42,414,35.81,376.1,52.93,320.8,64.2,180.7,23.32,142,65.81,25.01,24.17,61200,740,2498,362.4,1771,226.6,1871,19.4
RANvf_15,810,3.5,378,31.5,327,44.8,269,53.2,146.6,19.77,121.2,74.81,17.9,16.3,63570,940,2750,376,1760,254,1512,16
RANvf_16,1089,1.19,196.2,19.83,153.8,18.11,99.8,18.93,49.3,6.3,37,87.6,21,6.6,68800,1703,3160,324.6,1249,196,520,5.51
RANvf_17,787,0.59,132.4,13.52,102.3,11.92,66.9,13.02,35.66,4.68,31.2,34.35,20.72,5.99,68200,1488,2434,221,842,145.4,381,5
RANvf_18,892,0.361,69.5,23.86,56,5.86,33.18,6.87,20.83,2.76,19.7,18.9,53.7,31.5,74400,2182,2557,186.1,595,269.8,224.8,3.65
RANvf_19,714,0.96,182.4,18.44,138.3,15.72,85.8,15.93,41.44,5.03,29.88,19.26,22.22,5.85,70100,1297,2638,280.8,1130,194.8,432.2,4.3
RANvf_20,904,0.84,228.1,20.96,158.5,17.95,94.4,17.88,45.38,5.55,33.26,13.18,25.93,6.91,73000,1496,3272,361.5,1451,174.3,476,4.82
RANvf_21,1112,4,559,60.7,477.6,66.7,406.2,81.9,231.6,31.91,193.8,16.95,82.2,33,66400,1765,4670,615,2651,268.5,2463,25.41
RANvf_22,1119,1.25,358,36.5,278,33.9,190.1,35.9,89.2,11.84,71.5,13.61,25.7,6.09,77100,1750,3950,483,2000,291,1016,9.63
RANvf_23,609,1.03,394,17.32,450,66.8,386,72.1,194.3,25.28,150.5,30.33,30.2,17.71,70400,126,586,130.8,896,162.2,2108,19.82
RANvf_24,523,0.64,150.9,14.98,127.9,15.71,91.6,17.97,50.1,6.56,41.4,62.65,19.54,8.25,74900,1032,2100,218.6,882,197.9,526,6.4
RANvf_25,839,1.29,383.3,13.63,385.8,51.72,283.2,50.3,123.3,14.76,80.5,21.09,15.57,8.39,67400,302,1167,203.4,1185,122.5,1503,11
RANvf_26,572,0.85,215.2,16.61,194.9,24.76,138.6,27.61,78.1,10.45,69.8,20.48,23.7,10.8,71900,836,2067,254.5,1091,218.6,832,11.24
RANvf_27,803,1.38,195.8,22.73,143.2,16.54,90.1,17.27,44.5,5.59,32.4,12.41,25.37,6.08,70100,1393,2985,324.8,1258,506.8,463.6,4.53
RANvf_28,634.2,16700,110.2,22.62,107.2,13.28,76.6,16.27,45.13,6.37,41.87,17.7,26.29,13.8,69300,346,892,112.6,543,270,457.1,7.65
RANvf_29,938,0.55,112.3,19.42,97.4,12.34,72.8,15.4,43.6,6.39,41.2,19.05,29.1,14.96,65920,1340,2112,189.6,718,295.4,451,6.83
RANvf_30,765.2,0.49,145.9,14.66,114.2,12.82,71.7,14.11,37.05,5.14,32.28,15.17,25,8.65,67500,1557,2786,269.5,992,163,399.8,5.12
RANvf_31,782,119000,97.1,17.61,89.9,13.16,100.6,29.4,122.4,25,233,43.51,130,113.4,60900,635,1358,139.2,552,235.6,931,48.6
RANvf_32,825,0.8,125.7,11.75,103.4,12.16,67.5,12.97,34.9,4.43,28.3,35.16,29.8,7.72,72700,1520,2194,202.3,761,179.7,380,4.38
RANvf_33,563,0.158,280,11.02,253.4,36.1,210.9,40.5,109.8,14.6,89,21.54,11.62,15.8,76100,207.9,833,152.7,902,153.2,1200,11.57
RANvf_34,861,107000,301.1,32.89,254.3,33,195.1,41.4,128.4,20.6,162,17.7,53.8,68.2,69800,1026,2737,343.4,1550,400.2,1177,29.5
RANvf_35,1135,0.21,110.7,20.7,100.3,11.95,73.9,15.56,44,5.58,33.7,35.44,23.7,12.65,45600,490,1102,132,570,309.3,453,5.5
RANvf_36,492,0.66,221,14.66,193.9,22.23,126.8,24.38,66.1,8.18,49.18,15.92,19.18,38.8,66600,916,2256,276.3,1189,390.8,651,7.91
RANvf_37,3530,14.9,190.6,19.51,162.7,20,111.5,21.93,57.9,7.58,46,13.39,97.3,11.42,49800,573,1535,208.3,984,312.2,604,6.98
RANvf_38,999,1.06,111.7,10.4,88.7,10.28,55.2,10.48,28.36,3.47,20.51,84.9,42.6,12.87,63500,1057,1885,185.7,734,160.4,313.2,3.41
RANvf_39,624,0.71,85,26.1,84,9.89,57.6,12.23,35.2,4.45,30.2,7.461,54,17.99,71300,1231,1606,137.7,527,375.9,384,5.41
RANvf_40,4270,1.08,472,34.7,382,49.3,284.4,55.5,145.1,18.18,106.6,42.8,28.67,7.03,72700,2072,5090,613,2553,101.5,1596,14.61
RANvf_41,397,0.481,173.9,21.53,151.8,17.9,103.9,20.35,56.3,7.24,45.9,15.61,27.8,23.6,70400,1136,2273,239,975,273.2,587,7.43
RANvf_42,704,0.57,381,19.83,323,43.5,247.2,43.6,108,14.09,83.6,17.5,21.94,19.35,74300,478,1732,266.5,1359,146.5,1226,10.93
RANvf_43,787,1.85,278,27.1,241.5,30.6,178.9,36.51,99.3,12.93,78.7,31.44,35.1,8.26,62500,2315,4300,426,1649,264.7,1022,12.34
RANvf_44,514.8,0.284,139.2,14.56,112.9,13.64,78.2,15.41,42.5,5.25,31.84,8.46,19.81,12.65,66600,745,1765,199.4,813,318.5,445,4.42
RANvf_45,603,0.195,77.6,13.2,69.9,8.81,50.4,10.5,29,3.9,26.1,10.22,27.37,9.63,74000,651,1195,115.4,449,258.4,319,4.68
RANvf_46,1731,0.079,124.4,12.4,101.9,12.57,75.2,16.08,47.9,7.1,50.5,11.62,18,9.89,73100,816,1891,196.8,774,122.2,520,9.88
RANvf_47,1181,0.86,501,32.13,433,58.7,359,72.8,205.3,27.99,173,33.43,40.2,24.21,68500,1509,4037,521,2332,158.4,2050,23.97
RANvf_48,924,0.636,234.7,29.32,176,20.42,110.8,19.78,49.7,6.22,34.72,12.63,14.87,3.6,67200,1299,2995,349.9,1423,492.9,554,4.62
RANvf_49,1170,0.373,221.3,21.65,187.5,23.32,130.8,25.47,68.3,8.96,55.2,9.213,16.51,7.67,64700,1191,2513,284.1,1171,156.5,730,8.18
RANvf_50,677,1.52,157.9,15.62,121,13.91,75.2,14.3,36.2,4.48,26.2,19.61,23.3,9.62,69700,1212,2218,239.4,969,173.3,372,3.77
RANvf_51,1234,2.64,384.7,33.23,325.6,42.96,248.8,49,131,17.55,104.9,18.51,16.01,4.36,61680,1432,3562,452,1958,175.9,1387,14.53
RANvf_52,892,0.478,110,11.23,95.9,11.53,64.5,13.13,36.1,4.8,30,64.32,20.66,18.56,65700,1068,1810,171.2,668,125.6,380,5
RANvf_53,1473,90,257,24,201,24.4,137.2,27,74.5,10.09,65.8,46.45,22.9,7.8,64500,1306,3110,358,1459,158.5,791,10.7
RANvf_54,892,1.59,68.4,13.71,62.8,7.71,43.2,8.2,21.08,2.622,16.72,10.73,3.34,2.31,66100,236.3,608,76.1,340.7,328.5,253.3,2.55
RANvf_55,1104,1.52,243.8,17.56,188,22.21,125.2,24.29,62.5,7.73,44.9,22.05,20.4,5.09,63300,1591,3419,381.2,1493,148.5,670,6.26
RANvf_56,1510,0.88,333.6,29.9,260.9,30.65,169.7,31.42,81.3,10.29,61.7,15.3,26.11,5.62,73100,1721,4060,454.9,1914,256,861,8.51
RANvf_57,687,0.265,210.1,24.84,235,36.5,230.7,48.2,139.7,20.01,120.7,9.49,16.28,7.78,75100,143.5,608,110.8,671,194.9,1476,15.63
RANvf_58,756,0.91,81,16.6,78,9.2,52.3,10.9,29.4,3.76,23.5,12.04,26.6,11,67700,720,1160,115,466,272.9,327,4.15
RANvf_59,915,13.8,42.4,6.48,35.8,4.13,23,4.86,13.69,1.82,13.51,121.1,25.6,29.7,63700,874,1200,95.5,325.5,185.5,141,2.445
RANvf_60,1423,0.41,167.6,13.14,137.5,17.28,104.6,22.19,68.1,9.97,68.2,69.3,24.8,11.93,61000,920,2415,270.6,1017,133.9,764,11.76
RANvf_61,879,1.64,155.3,10.77,133.1,17.71,113.3,25.47,81.1,13.21,97,18.38,12.9,7.25,65400,543,1725,215.4,870,189.7,920,16.19
RANvf_62,1270,0.88,219.1,28.8,155.8,17.97,100.5,17.9,46.2,6.02,35.2,14.51,13.89,4.79,73700,1327,2915,336,1339,265.8,486,4.91
RANvf_63,2285,0.79,340,26.7,275,34.5,192.9,37,94.3,10.95,61.8,8.39,27.7,5.32,75900,2007,4270,450,1872,141.7,987,8.7
RANvf_64,983,102,109.5,11.86,92.5,10.8,63,11.83,33.4,4.42,27.82,6.206,15.65,5.06,73000,1367,2166,195.9,724,174.4,355,4.55
RANvf_65,1276,0.98,194.3,9.41,170.9,22.4,136.3,27.74,78.7,10.84,67.4,6.754,14.5,7.6,71700,1142,2552,282.6,1103,102.3,886,9.82
RANvf_66,1164,28,71,20.46,66.2,7.54,45.9,9.97,30.6,4.38,30.9,28.33,21.6,15.06,68800,763,1368,125.9,462,283.6,309.7,5.96
RANvf_67,710,0.63,146.1,17.21,117.5,14.03,76.9,14.86,40.8,5.38,33.68,10.47,16.04,6.9,74800,939,2049,221.2,890,166.4,416,5.21
RANvf_68,1648,0.429,515,39.2,429,59.1,360,73.4,211,29.8,195,16.5,30.6,15.9,71600,944,3360,506,2400,120.1,2270,27.3
RANvf_69,1009,0.598,179.7,20.18,139.9,16.05,84.1,15.48,36.8,4.2,23.26,14.8,20.81,6.55,67800,1433,2777,285.9,1114,308.1,417.2,3.32
RANvf_70,772,2.37,298.8,27.81,254,32,186,34.8,88.5,11.08,60.3,15.15,8.35,1.663,62800,973,2520,327,1503,522,942,7.92
RANvf_71,1472,0.781,353,40.3,283,34.9,198.6,37,95.8,11.91,67.6,15.97,30.45,5.82,67900,1517,3900,465,1950,447,1034,8.65
RANvf_72,1065,0.57,127.2,14.83,104.3,12.33,69.5,13.99,39.13,5.14,34,49.28,28.32,18.96,63000,1766,2719,242.4,857,117.4,416.8,5.53
RANvf_73,1764,0.81,315,24.3,257,32.5,180,34.7,93.9,12.06,76.8,10.89,23.3,4.56,74700,1944,4010,449,1802,130.7,1013,10.97
SEVf_1,205.9,1.47,203.3,22.65,183.5,23.59,135.3,24.62,63.7,7.58,40.5,5.51,10.51,4.037,227300,439,1406,196.8,998,428,665,5.33
SEVf_2,334.2,0.203,27.6,9.76,32.1,4.6,32.48,7.27,22.57,3.16,19.78,3.214,2.008,1.591,216400,27.4,109.3,18.79,116.2,407.1,198.6,3.04
SEVf_3,433,2.51,161.7,24.4,144.8,18.13,109.6,23.68,67.1,9.32,64.1,10.37,52.9,17.59,160800,727,1718,204.8,889,432,672,10.49
SEVf_4,108.9,0.157,6.09,1.37,9.47,1.171,6.91,1.276,3.39,0.37,2.1,4.599,1.37,0.258,202400,0.58,3.77,1.19,11.44,1973,36.6,0.297
SEVf_5,493,0.99,192.1,42.46,181.2,24.81,157.1,30.95,92.2,13.42,88.5,11.572,59.1,34,214900,275.4,981,152.7,797,337,899,13.24
SEVf_6,498,0.193,73.1,12.89,79.3,9.69,56.9,11.32,32.7,5,32.9,11.949,3.86,1.413,219300,68.2,240.3,44.5,270.3,652,326,5.33
SEVf_7,268.9,4.18,117.6,24.81,94.2,11.51,65,12.37,33.4,4.42,26.85,7.112,20.28,8.66,219400,503,1341,165.8,720,569,333,3.95
SEVf_8,339.3,3.24,199.1,25.04,159,20.42,120.2,23.38,60.9,8.08,47.9,10.717,111.4,38.3,223900,1043,2477,289.5,1214,448,628,6.98
SEVf_9,379.5,9.05,190.2,34.5,150,17.87,102.3,18.67,48.2,6.18,35.44,11.827,117.1,32.23,221600,1008,2420,273,1179,942,500,5.16
SEVf_10,235.3,0.018,3.97,0.717,9.83,2.14,20.05,5.62,20.67,3.05,19.09,13.05,2.7,0.0298,221100,1.01,3.87,0.828,6.71,682,165.6,2.897
SEVf_11,529,1.05,240.2,24.44,198.4,26.36,155.3,30.28,82.6,10.88,66.7,18.2,120.9,42.5,226100,1050,2450,289,1246,625,835,9.47
SEVvf_1,613.5,1.77,297.1,35.3,237.5,33.5,200.8,38.27,99.5,12.68,71.3,14.3,13.56,6.01,44800,657,1986,289.1,1460,637,1033,9.7
SEVvf_2,672,1.51,47,9.34,61.2,9.16,60.6,13.16,38.9,5.65,37.4,8.614,0.619,1.637,52900,29.4,115.2,22.02,146.7,373,389,6.34
SEVvf_3,176,0.103,59.3,15.4,60.1,5.9,24.7,2.94,4.78,0.349,1.36,13.09,25.7,1.45,46300,7.99,43.8,14.2,125,2100,96.3,0.164
SEVvf_4,537,2.27,293.5,75.1,299.2,43.27,276.9,56,161.4,23.53,155.4,20.11,71.2,73.2,47300,320.9,1143,189,1070,340,1636,24.7
SEVvf_5,356.2,1.09,112.2,18.8,100.5,13.28,76.7,14.81,40.2,5.54,31.86,11.27,25.25,9.86,41700,328.5,841,114.4,553.4,459.7,387.4,4.98
SEVvf_6,114.8,0.237,341,71.6,196.8,15.6,52.6,5.78,8.14,0.578,2.42,8.04,74,9.1,49200,249,1170,233,1402,4041,175.1,0.247
SEVvf_7,303.8,0.9,153,26.38,119.5,14.71,83.4,15.99,40.99,5.44,29.9,12.84,25.73,11.6,46500,792,1914,220.1,926,393.5,429,4.44
SEVvf_8,331.7,1.73,133,23.26,112.2,14.02,81.4,15.56,40.9,5.17,30.84,5.975,32.9,17.99,44210,208.7,822,130.3,667,497.9,403.6,4.73
SEVvf_9,413.2,2.4,290,74.7,284,40.2,256.1,51.4,151.7,22.57,152.7,21.22,105.4,106.3,44010,438,1460,222.7,1161,273.5,1522,24.4
SEVvf_10,582,3.64,300.7,60.7,244.6,30.2,176.3,32.5,86.5,11.31,67.7,12.56,58.5,30.21,45000,624,2175,318.2,1528,416.2,881,9.94
SEVvf_11,371,1.98,95.5,17.1,98.3,13.03,82.8,16.59,48.5,6.45,40.3,9.44,16.86,6.32,45900,79.8,346,64.4,387,479,481,6.68
SEVvf_12,2760,22.4,55.2,8.74,50.2,7.13,45.5,9.17,25.6,3.51,25,90.84,15,4.55,27440,76.3,272,45.6,242,1087,256.8,3.98
SEVvf_13,520,1.88,305.2,52.7,259.2,35.77,218.4,43,124.4,17.38,110.6,11.41,39.5,21.09,45100,644,2063,302.2,1469,304.8,1258,16.55
SEVvf_14,331,0.66,142.4,16.55,187.4,28.81,191.6,40.55,115.9,16.18,105,11.23,9.09,8.94,47200,56.8,272.9,60,408.6,291.6,1108,16.4
SEVvf_15,4000,14.4,195.8,40.9,166.1,21.41,129.4,25.9,72.5,10.25,65.3,17.66,102.3,35.9,33200,669,1739,229,1032,435,717,10.15
SEVvf_16,495,5.32,116.7,27.33,88,10.38,60.2,11.32,30.92,4.03,26.2,18.1,16.8,7.22,43700,548.8,1416,172.6,729,480,319.2,3.77
SEVvf_17,777,1210,14.6,6.35,30,5.08,37.3,8.37,24.79,3.5,22.7,12.78,1.17,0.99,41600,2.79,15.35,3.39,28.8,305,236.9,3.62
SEVvf_18,795,11.03,129.2,28.8,111.7,13.73,83.9,15.98,43.7,5.88,38,20.03,151,60.1,44100,525,1354,167.4,744,409.9,446,5.94
SEVvf_19,300.2,2.34,129,24.51,123.1,16.54,101,21.35,61.5,8.55,56.4,11.88,40.2,16.34,44020,478.6,1244,153.3,684,372.6,613,9.48
SEVvf_20,487,2.35,347,29.2,326,47.7,303.2,60.4,175,23.72,162.5,28.25,147.2,113.1,43900,483,1809,288,1437,289.1,1679,23.69
SEVvf_21,484,5.74,186,37.8,149.6,20.09,118.7,22.98,61.1,8.79,54.3,14.7,176,56.2,42800,508,1639,224.9,1025,458,657,7.74
SEVvf_22,346.2,2.31,170.5,13.68,166.2,20.8,120.4,23.34,57,6.75,36.43,18.81,17.91,6.84,42620,240.6,860,141,749,414.9,578.3,5.44
SEVvf_23,443,3.12,160.4,31,125.9,16.24,92.3,17.54,47.8,6.08,39.9,6.922,81.2,27,45800,704,1833,212.9,927,520,461,6.02
SEVvf_24,356.2,0.89,58.4,15.37,59.4,8.22,52.19,11.02,33.35,4.57,32.5,9.92,9.05,4.584,39760,152.8,412,56.6,272.9,406.5,321.7,5.52
SEVvf_25,17300,48.7,185,18.98,210,33.4,225.4,46,132.3,18.35,114.9,27.56,6.8,5.7,19500,64.9,297,67.4,475,166,1245,15.61
SEVvf_26,461,1.12,145.7,25.5,124.1,15.9,96.3,19.5,53.1,6.96,45.3,13.11,26.4,10.03,50400,330,1230,163,755,420,499,7.64
SEVvf_27,348,6.2,170,27.3,200,27.7,192,41.3,122.7,17.9,113,27.7,42.9,24.3,36500,92.2,438,86.6,545,335,1079,18.4
SEVvf_28,242.8,5.52,143.2,29.03,111.6,14.08,80.8,15.57,40.4,5.44,34,6.817,46.8,17.34,48900,766,1836,214.7,912,558,409,4.78
