Comments,Al,Sr,Fe,Y,Zr,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Pb,Th,U
AGI_tif_9561,7190,35.8,11480,4090,502,840,2230,8610,1440,6270,1230,197,972,136,856,158,431,54.4,375,42.9,33.6,17.7,6.98,123,17.2
AGI_tif_9562,5480,10.88,9290,3200,419,645,1444,4260,637,3030,683,101,639,97.6,636,124.5,341,46,278,37.6,30.41,19.6,11.9,166.7,26.7
AGI_tif_9246,7250,27.67,31500,3795,493.6,1256,2718,8280,1130,4777,894,143,728,110.3,695,135.7,387.1,58.4,377.1,51.6,39.67,325,63.65,721,150.8
AGI_tif_9284,6470,35.5,8830,581,456,565,736,1451,140.6,523,94.5,37.4,83.3,13.75,98.2,20.21,62.2,9.43,69.2,10.43,16.06,305,18.14,44.3,35.6
AGI_tif_10145,6420,35.4,11520,4779,586,1608,2781,10250,1563,6679,1251,188.3,949,143.1,918,171.3,478.8,67.9,411.8,48.31,39.35,87,14.12,151.2,20.32
AGI_tif_9299,19130,17,11900,1189,113.3,885,51.8,372,90.4,561,201,28,195.8,34.1,227,43,121.4,17.63,107.9,13.64,13.29,67,32.4,0.172,0.59
AGI_tif_9330,6840,55.9,10150,2270,775,1550,2415,6790,806,3002,489,151,402,58.3,372.5,76.6,227.6,33.39,232.5,35.02,100.1,71,18.87,268.3,31.74
AGI_tif_9341,6420,22.54,10060,2980,463.7,1579,2662,8870,1193,4860,793,169.2,590,83.8,535,103.9,299,46.4,329,45.4,32.99,70.2,22.91,157.6,25.53
AGI_tif_9363,6610,22.76,10880,2222,624,1039,2702,7430,832,2688,382,78.5,304.3,45.3,312,67.5,226.2,38.7,297.4,47.2,46.1,7.9,9.994,220.9,30.68
AGI_tif_9378,8660,13.39,15110,1593,483,1063,2938,6030,557,1924,334.5,55.8,270,39.1,257.8,51.8,156.2,26.03,203.1,34.2,54.8,354,27.71,370,82
AGI_tif_9384,4690,27.3,5190,600,149.3,61.6,236.5,576,88.4,467,127.3,44.3,123.5,19.25,123.6,23.16,64,8.62,54.6,7.89,11.33,87,6.53,15.59,4.19
AGI_tif_9423,5620,29.48,8470,1132,585,498,1393,3170,331,1343,237.7,59.6,206,29.6,197.2,39,113,16.19,114.3,18.2,51.7,8.3,10.63,129.6,19.96
AGI_tif_9530,4990,10,8040,1470,399.2,686,3480,6880,697,2373,385,47.5,301,41.5,252.3,49,139.2,20.4,138.1,21.6,22.84,71.1,34.72,522,188
AGI_tif_9532,9100,20.71,8990,887,345.1,1019,2134,4550,392,1247,175.4,62.6,140.1,19.85,130,28.2,86.6,14.34,108.5,18.23,26.96,36.3,21.1,230.9,61.5
AGI_tif_9548,6470,25.1,11460,3600,604,1340,2800,9270,1349,4960,804,125.6,650,94,608,123.3,372,58,354,48.1,43.9,2.75,17.47,225.8,29.52
AGI_tif_10149,6170,47.9,10870,5304,721,1925,3433,12270,1883,8070,1536,231.8,1114,168.7,1058,199.6,539,75.8,456.5,54.2,46.1,24.9,10.48,202.4,20.85
AGI_tif_9549,5320,26.07,8920,1955,492,760,2037,4894,599,2440,488,113.6,390,59,364,71.6,199.1,27.93,178.7,24.27,32.39,110,47.8,263,59.4
AGI_tif_9560,7050,21.93,11060,1903,627,1335,2720,7020,710,2229,304.3,62.5,244,36.1,248.3,55.1,187.2,33.61,266.9,41.3,44.7,132,64.3,221.6,33.19
AGI_tif_9598,6030,7.24,11700,578,411,363,2183,3400,282.7,940,137.9,21.8,105.6,14.24,89.6,18.9,57.9,9.53,75.9,15.28,27.33,29.8,35.94,291.7,234.8
AGI_tif_9604,7810,91.8,9550,3040,546,1639,3530,9960,1186,4530,744,120.4,575,83.2,532,102.8,298,43.5,279,38.1,41.1,73.2,13.56,259.4,27.18
AGI_tif_9634,11760,73,18400,875,258.2,494.9,853,2522,277.1,970,143.6,48,115.3,17.29,115.1,25.32,84.6,14.49,115.3,20.31,20.32,500,34.77,62.4,25.04
AGI_tif_9739,4630,8.75,52000,538,1960,512,639,1790,221,983,202.8,45,173,23.4,138.4,22.2,47.8,5.48,27.3,2.25,33.1,216,12.4,7.58,3.73
AGI_tif_9794,7300,12.1,14200,5260,599,1560,3370,12800,1800,7570,1137,117,890,137,885,171,520,84.2,540,74.9,51.3,1.95,10.44,276,37
AGI_tif_9833,7850,30.32,14070,10360,624,1710,3620,15000,2557,12500,2956,229.2,2466,376,2371,426,1065,133.7,729,80,50.2,7.8,12.07,172.8,16.17
AGI_tif_9856,9030,18.5,18200,7840,553,2054,3294,12130,1773,7360,1371,133.7,1065,173.1,1193,242.9,792,123.1,833,106.9,42.71,52,18.52,246.2,57
AGI_tif_9915,5300,9.08,11020,1690,290,675,3170,6500,591,2140,371,55.8,305,44.7,303,57.8,174,26.1,200,31.9,29.7,17.9,25.96,207,182
AGI_tif_10171,11100,41.2,9160,1221,462,474,1620,4060,450,1790,310,88.9,259,36.2,213,40.2,117.9,17.33,113.7,16.32,32.8,29.5,10.62,200.1,35.4
AGI_tif_9933,6020,6.9,11820,765,306,526,2870,4050,274,882,135.5,26.3,121.6,18.72,116.2,23.4,77.2,12,100.4,18.71,31.6,18.6,30.4,219.1,217.2
AGI_tif_9988,12790,196.5,16600,2036,443,673,2209,6110,713,2585,408,129.9,321,46,312.6,66.4,209.5,33.09,239,33.8,28.05,168,26.16,127.8,19.89
AGI_tif_10016,24300,1090,130000,4570,572,1226,2500,10050,1470,7060,1390,239,1076,153,976,171,482,66.7,408,52.1,36,329,79.2,133.2,39.4
AGI_tif_10032,6610,26.1,11560,3070,545,1060,2440,7320,937,3860,665,106,537,81.4,533,114.2,324,44.5,303,40.4,38.3,37.3,32.14,199.8,29.4
AGI_tif_10075,6540,26.12,11170,3120,645,1296,2675,8110,976,3570,505,96.6,404,62.6,419,93.4,301,52.1,386,56.2,45.1,11.4,16.98,196.5,29.13
AGI_tif_10096,6440,24.81,10780,2176,619,1115,2731,7390,831,2630,395,81.2,321,48.1,327,68.8,223.1,37.4,280,43.4,46.7,1.93,13.13,227.8,30.49
AGI_tif_10140,12600,27.7,13890,3291,559,2030,3633,10770,1319,4820,732,80.1,549,77.1,508,103.6,327.1,52,372.6,53.3,54.1,328,44.25,397.6,63
AGI_tif_10147,7090,37.2,11240,1730,704,1490,975,2430,278,1173,220,53.2,216,39,281,58.1,194,33.1,251,36.5,41.4,86.1,16.54,203,71.9
AGI_tif_10153,7030,25.5,12170,3400,596,1192,2720,8620,1146,4500,781,110.8,615,90.4,598,115.4,346,50.1,324,41.6,41.4,1.43,10.05,212.1,30.4
AGI_tif_10185,47200,34.3,116000,7780,708,1347,3471,13640,2191,10110,2050,216.6,1667,245,1533,295,790,106.8,625,74.5,51.4,510,16.54,195.9,21.12
AGI_tif_10172,6880,33,11900,2810,412,1076,2128,6940,980,3860,644,141.7,515,78.8,512,99.7,281,42.3,287,36.9,31.1,500,506,177,26.4
AGI_tif_10214,7720,42.1,13090,6860,865,1227,2810,10790,1767,8980,2028,261.5,1665,256.6,1510,273,703,86.6,499,57.3,61.2,19.5,16.54,185.7,21.9
AGI_tif_10243,7240,22.1,11590,2540,536,1091,2720,7920,879,3140,454,83,363,55.1,393,82.1,271,43,327,49.2,42.8,8.9,16.68,211,87
AGI_tif_10248,7420,26.4,11870,3110,633,1030,2670,8240,1012,3860,687,114,547,86,546,115.1,324,49.2,306,44.5,44.1,1.17,10.948,219,29.7
AGI_tif_9572,7090,44.47,11800,3800,701,1167,3042,9560,1204,4600,750,120.7,615,92.3,605,125.4,377.3,60.4,409,55.8,49.5,12.7,11.8,220.5,29.75
AGI_tif_9587,8700,29.15,14450,6110,45700,1138,3151,11270,1667,6840,1254,155.1,1031,154,1021,211,627,93.3,628,82.5,1140,160,38.5,203.9,47.6
AGI_tif_9626,6170,37.8,10440,4554,995,1969,3042,11430,1770,7490,1333,224.8,1004,145.3,853,161,442.5,64.3,402,48.8,62.2,119,11.16,129.2,15.04
AGI_tif_9685,9340,36.2,777000,6360,703,1594,3780,13260,1940,8200,1488,193.2,1209,179.7,1131,224.3,627,92.8,550,69.6,52.8,4900,28.24,234.1,22.09
AGI_tif_9713,7140,33.8,12220,5090,746,1267,2800,9540,1473,6580,1319,184.1,1064,163.9,1053,189,525,71.2,414,52.6,49.4,2.5,8.568,205.8,25.5
AGI_tif_9775,8150,27.74,15070,8830,703,1276,3040,12550,2038,9620,2041,197.4,1728,263,1755,333,901,123.3,743,87.6,48.9,0.74,7.493,163.7,21.64
AGI_tif_9778,5160,11.07,9800,3008,394,1510,2400,5980,723,3110,658,70.7,559,86.3,575,108.1,307,46.2,295,39.8,50.2,328,64.7,252.4,199.8
AGI_tivf_1037,6290,17.04,8710,948,285,2058,1277,3260,318,1063,173.9,74,148.4,22.19,143.6,30.4,97.4,16.47,135.9,26.3,28.5,9.7,38.92,278.2,269
AGI_tivf_1383,5784,24.56,7717,1612,369.8,697,1452,3674,394,1546,309.8,102,275.8,42.5,276.4,57.7,177.6,27.54,188.4,27.29,29.77,13.7,53.17,348.4,406
AGI_tivf_736,9760,72.3,13440,2216,452,1012,1248,3984,508,2182,501,122.5,436,68.2,422,83.6,242.1,35,225.4,30.3,23.71,372,58.28,57.9,16.72
AGI_tivf_760,9700,27.69,99400,10160,847,1639,3382,14200,2383,11390,2624,221,2257,340.3,2142,401.5,1094,146,831,90.7,64.4,177,31.95,193.8,20.45
AGI_tivf_773,7530,15.27,12180,2302,520,1263,3075,8040,850,2844,457,67.1,366,52.3,341,75.3,236,38.6,274.5,41.4,43.81,590,76.1,283.8,70.6
AGI_tivf_79,8300,30.43,11480,3030,478.1,1377,2601,8240,1059,4160,729,140.9,585,84.1,529,106.4,334,51.1,367,52.8,37.44,218,31.93,394.3,77.3
AGI_tivf_81,7610,27.32,12650,4390,680,1394,2884,9630,1266,5180,900,119.9,741,111.6,720,154,481,74.1,506,67.8,46.1,136,49,191.9,32
AGI_tivf_847,8100000,61000,5270000,910,3910,215,417,1190,136,600,129,49,162,28.8,182,39.1,146,19.3,110,12.6,124.9,48700,8940,26.3,20.8
AGI_tivf_933,14350,51.9,148000,584,157,809,828,2780,351,1447,264,55.3,182,23.5,128.3,22.9,59.2,9.03,50.6,6.65,10.74,471,89,102.2,12.82
AGI_tivf_97,6380,13.66,12890,2860,633,2119,3200,9910,1173,4170,635,69.8,497,72.5,453,95,313,51.5,359,50.1,53.8,1180,312.4,302.8,40.4
AGI_tivf_1405,8320,19.35,398000,3760,462,1429,2320,8360,1175,4760,847,138.1,644,94.9,621,130.1,396,66.2,416,55.5,31.1,293,24.7,120.2,19
AGI_tivf_1420,14700,7.74,19100,160.9,13.87,21.1,385,643,60.3,192,32.4,19.46,25.3,3.89,28.1,5.98,19,3.23,26.1,5.43,0.403,1850,244,10.2,103
AGI_tivf_1475,6470,38.75,7900,973,733,362.1,1006,2683,298.2,1132,204.7,66.2,171,26.08,167.2,35.8,108,17.04,119.8,16.83,54.7,77,6.68,60.9,11.04
AGI_tivf_151,25800,76,18850,2765,544.1,1221,2754,7720,902,3350,626,109.3,509,75.8,481,97.5,293.7,45.5,301.9,42.8,42,112,34.88,274,38.5
AGI_tivf_1523,7400,20.14,29300,1235,430.4,864,1894,3877,375.6,1402,268.3,57.9,233.6,33.57,217.6,43.5,131.2,20.43,148.3,24.08,37.21,206,44.54,284.7,94.4
AGI_tivf_1538,8870,54.9,11470,2298,682,1579,3182,8770,951,3133,432,82.8,352.9,49.9,330.1,71.6,236.1,38.9,292,43.1,48.2,45.3,27.65,288.2,30.1
AGI_tivf_1539,9500,37,11000,1586,577,3028,4407,9090,796,2441,357,64.5,281.8,39.1,247.3,53.2,162.4,27.68,220.9,38.54,77.7,203,52.9,1065,142
AGI_tivf_1543,8670,23.73,17200,2953,549,1513,2477,7500,901,3550,603,97,498,75.1,494,100.6,321.5,51.4,359,49.9,45.81,1120,172.8,249.5,38.7
AGI_tivf_1575,6290,41.9,9100,692,483,134,841,2159,247.3,1061,213,71.6,178,22.78,131.4,25.3,68.7,9.66,65.9,9.52,23.7,75,11.01,97.6,28.09
AGI_tivf_1042,2200,34.6,40700,30.1,1.62,407,3.6,7.27,1.13,5.85,1.8,0.68,3.32,0.457,3.87,1.16,3.71,0.553,3.79,0.76,0.112,64,35.39,0.0104,0.163
AGI_tivf_1604,8650,39,16200,3290,693,1330,2763,8480,1031,3750,583,96.9,467,71.2,462,102.4,338,54.8,399,56.9,45.9,256,31.8,192.1,28.53
AGI_tivf_1636,10600,30.6,13630,2714,589,722,553,2180,344.2,1793,548,189.8,556,89.8,560,103.8,269.1,34.8,198.2,26.05,25.85,247,41.4,12.94,15.3
AGI_tivf_1710,10040,17.83,14200,498,45,711,127.9,474,75.8,351,96.5,23.2,84.8,14.3,95,19.3,55.3,8.34,58,7.54,2.94,108,14.12,4.02,4.63
AGI_tivf_1771,10120,49.5,14660,2039,572,1200,2890,7560,767,2473,383,69.9,307,45.4,298,65.5,218.2,35.6,262.9,40.8,45,109,34.1,273,38.8
AGI_tivf_1784,9290,38.1,16600,62.6,624,205,495.2,485.5,32.94,99.4,14.7,12.96,10.9,1.45,9.3,2,7.2,1.25,9.59,1.76,20.1,296,31.68,120.2,130.9
AGI_tivf_1790,6720,63,12800,1315,603,706,1605,3980,428,1671,284,112.7,230.1,33,212.4,46,140.7,22.31,157.8,23.89,35.9,42,14.02,247,43.6
AGI_tivf_181,15500,129,13700,281,516,308.2,476,809,70.9,239,43.3,21.7,37.9,6.49,43.2,9.54,32.4,5.41,44.4,7.02,14.66,390,33.2,20.4,34.57
AGI_tivf_203,5900,24.83,7480,1545,495,1254,1863,5180,576,1986,333,89.8,273.5,39,250,52.5,165.3,27.7,206.8,31.7,37.2,143,18.21,373.1,72.2
AGI_tivf_248,4420,8.16,8270,821,390,336,1762,3550,365,1314,205.7,28.7,174.9,22.5,141,28.2,84,12.73,87.9,13.6,30.2,41.8,15.624,191,92.1
AGI_tivf_288,5900,18.47,9300,734,875,1009,1627,2753,245,855,149.4,37.7,127.8,18.91,122.6,25.79,79.4,12.6,97.2,15.96,36.66,659,89.7,798,271.8
AGI_tivf_1143,9430,25.7,21500,3800,903,1692,1973,7910,1254,5940,1265,196,975,143.3,855,158.3,417,55.1,313,33.4,65,2820,128.9,130.2,24.44
AGI_tivf_304,7950,20,12950,924,944,359,1181,2546,258.9,969,176.7,39.4,159.7,23.35,152.7,31.4,102.5,16.36,120.8,20.14,61.6,202,14.02,79,37.41
AGI_tivf_323,7650,5.77,16460,2308,860,1634,3140,6980,740,2450,407,26.9,320,47.6,332,72.1,249,41.8,310,43.7,99.3,400,83.9,400.7,157.5
AGI_tivf_334,5620,11.61,11320,1002,409,549,2454,5580,580,2055,322.2,47.6,239.6,31.3,185,35.4,106.4,16.7,119.8,18.77,30.22,278,43.58,294.3,146.9
AGI_tivf_383,6940,24.26,10140,2616,622,1224,2454,6860,789,2817,517,94.7,433,64.9,420,87.2,271.4,44.4,312,45.9,43.36,53,19.2,206.1,36.7
AGI_tivf_407,8970,11.14,13770,3240,475,2522,3417,8890,942,3250,536,66.6,437,68.6,466,103.3,343,56.1,418,64.4,57.7,516,103.3,312.2,149.6
AGI_tivf_439,203000,1990,173000,1840,290,752,840,2710,357,1520,378,86,326,54,357,68,209,27.8,173,22.3,14.4,267,158,34.7,8.7
AGI_tivf_455,19500,631,21840,4644,673,1639,3009,11060,1602,6890,1302,188.3,996,152.9,942,176.5,507.8,70.5,425,49,47.5,389,27.82,167.2,21.64
AGI_tivf_465,8640,10.8,17600,909,677,499.5,2276,4097,375.8,1318,235.2,24.42,180.2,28.14,177.9,34.1,99.8,15.48,109.5,16.9,47.7,319,101.6,326.4,198.7
AGI_tivf_501,5840,6.57,6500,1023,55.2,340,217,1087,162,760,180.4,39.1,175.2,27.5,180.4,37.6,120.7,18.74,135.8,21.44,8.46,40.8,5.242,24.1,22.9
AGI_tivf_516,7700,14.83,12240,2582,593,1461,3100,8100,881,3013,499,68.8,407,61.4,406.1,85.1,274.9,44.9,319.8,47.6,47.5,174,25.9,272,41.2
AGI_tivf_1203,8570,13.68,13190,1588,395.2,274.6,387,1227,164.4,744,199.4,34.83,208.7,38.3,269.7,56.5,174.5,27.53,186.8,24.38,18.37,55.1,11.395,35,53.6
AGI_tivf_586,5830,25.48,8100,552,400,1172,1919,3540,277,804,106,71.7,78.7,11.03,76,16.6,60.5,10.8,91.3,15.9,23.3,46.3,14.92,220.8,52.32
AGI_tivf_678,12790,17.7,217000,1777,422,1173,2773,6910,664,2168,314,47.2,257.6,38.4,256.5,55.5,184.5,31.9,238.1,37,40.1,1395,158.6,268.4,72.1
AGI_tivf_684,4846,20.8,5365,257,215,65,405,755,73.9,280,50.8,24.3,45.7,6.2,42.2,9.31,30.4,4.7,37.2,6.39,8.4,48.8,10.52,23.7,10.2
AGI_tivf_689,6210,28.22,8780,1283,474,736,1415,3460,397,1658,350,87,308,42.5,252,48.8,139.2,19.34,126,18.36,33.66,58,20.34,239.4,45.9
AGI_tivf_748,7160,18.46,13900,1824,568,1511,2566,6570,644,2010,349,50.5,289,42.8,277,59.8,194.4,33.2,247,38.2,45.83,158,29.58,247.3,34.24
AGI_tivf_801,9190,20.1,14900,1318,520,1862,3423,7270,579,1646,208,30.2,175.9,26.24,172.2,40.5,141.9,24.9,203,34.3,52.6,662,85.65,354.2,80.6
AGI_tivf_82,6486,5.94,10510,986,186.8,453,1453,2715,240.2,902,194.4,35.8,179.4,26.27,168.2,35.55,106.2,16.27,111.4,19.59,22.49,38,36.01,111.8,109.6
AGI_tivf_827,4750,34.16,6810,1159,390,820,2340,5870,628,2204,349,90.9,283,37.1,222.2,43.7,120.5,17.14,110.8,16.73,27.33,5.37,9.918,234.4,34.18
AGI_tivf_98,9050,33.8,17100,4340,531,4820,4070,10060,1280,5380,1147,123,920,142.7,873,163.3,471,66.2,410,50.5,96.1,344,136.5,363,191
AGI_tivf_1069,28000,33,340000,3920,836,1472,3275,10550,1268,4940,848,85.3,682,99.3,639,129.7,415,65.7,485,68.2,63.4,337,27.06,305.5,44.4
AGI_tivf_1234,6980,24.59,29600,6800,665,1378,3150,12300,1905,8570,1705,162.9,1358,200.3,1245,250.3,726,102.9,608,72.7,49.5,281,50.6,171,21.12
AGI_tivf_1091,6170,8.23,11850,1867,667,2174,3590,8890,837,2660,366,40.8,282,41.5,271,57.8,201.3,35,275,39.8,60.3,1050,243,428,55.1
AGI_tivf_1103,33800,94,177200,2950,661,1035,24400,43000,3860,12100,1220,146,690,82,480,99,314,49.6,377,54.9,47.6,288,48.4,950,30.2
AGI_tivf_1140,990000,1500,2250000,2370,450,418,630,2240,349,1670,460,58,440,72,450,97,253,38.6,247,33.4,37,4980,663,4.4,1.85
AGI_tivf_1154,5670,33.8,76400,529,560,629,365,1180,149,633,133,33.7,99,14.5,92,18.8,56.9,8.6,56.8,7.85,20.3,429,162.2,5.9,1.55
AGI_tivf_1166,6660,25.3,58000,2130,430,1262,2458,7710,883,3209,473,134.5,353,49.7,312,68.6,226.1,37.2,287,43,31.69,333,26.89,170.6,27.18
AGI_tivf_1172,8500,28.93,13550,7600,636,1347,3136,12270,1927,8890,1942,210.3,1612,242.3,1492,289.5,831,115.7,686,81.2,46,13.9,32.9,175.7,23.5
AGI_tivf_1182,8080,21.86,13920,6450,446,1633,1890,8470,1470,7190,1701,175.6,1411,219.9,1372,258.6,709,97.3,559,63.6,28.95,125,25.84,99.5,17.21
AGI_tivf_1197,9220,24.54,11960,3460,523,1704,1562,6680,1061,4570,914,174,732,108.8,676,128.6,371,53.6,361,45.8,46.7,95.6,33.78,454,151.7
AGI_tivf_1198,18390,23.03,11250,590,5660,613,217.9,862,128.8,591,142.7,41.9,126.4,18.74,119.7,22.6,64.3,8.52,49.5,5.53,176.9,20,33.668,56.8,42.33
AGI_tivf_1257,3310,4.07,166900,13.9,2680,10.51,2.78,9.8,1.14,6.5,1.62,1.11,1.35,0.264,1.55,0.41,1.8,0.32,3.54,0.52,58,147,13.74,1.33,1.95
AGI_tivf_1250,6600,18.73,9950,430,487,137.1,612,1311,126.4,487,80.5,53,71.2,9.64,63.8,14.43,47.9,8.13,60.9,10.77,21.54,44.1,11.19,60.3,39.8
AGI_tivf_127_1,12900,48,61000,1971,339,1095,1460,4340,516,2015,395,74.2,337,50,314.1,68.4,207.4,32.3,230,36.9,25,580,44.8,176,26.6
AGI_tivf_1280,5810,19.56,52300,4760,697,2004,3350,11460,1544,6490,1204,136.7,907,136.9,853,173.4,507,76.9,489,60.1,52.9,141,20.93,237,57
AGI_tivf_130,23600,26.6,29600,1843,346,974,887,3272,461.3,2129,498,122.7,413,62.3,373,69.4,198.2,27.41,166.9,23.63,14.5,1270,22.37,27.25,14.23
AGI_tivf_1309,7390,26.2,13710,6440,1392,5560,4620,15630,2165,8720,1463,158.6,1154,177.9,1118,226.5,678,101.7,653,79.6,103,21.6,17.01,434,55.7
AGI_tivf_1349,8780,25.42,14440,2750,624.6,1084,2658,7810,887,3286,575,97.6,472,71,446.1,92.3,295,45.89,325.1,45.75,46.22,335,72.3,241,37.7
AGI_tivf_1374,27800,431,26400,3960,508,1154,2805,9810,1356,5550,923,174.2,712,101.9,646,134.1,403,60.9,394,51.4,32.9,134,228,123.9,58
AGI_tivf_1388,754000,28400,474000,4670,35400,171.9,1340,2780,370,1800,532,543,662,111.7,779,151.1,384,52.9,323,42.9,860,1390,2185,25.6,64
AGI_tivf_1390,9900,20.5,10530,1649,481,920,2421,5530,604,2389,441,40.3,372,52.7,343,65.8,196.3,27.91,188.8,27.4,38.76,113,41.41,414,202.5
AGI_tivf_142_1,5870,8.63,8400,2266,484,1195,4030,9340,1021,3690,615,74.4,496,67.4,420,80.8,245.6,36,242.2,36.8,28.25,75,41.7,704,249.1
AGI_tivf_1443,8510,17.13,17620,5040,736,1426,3873,11870,1523,5879,1082,108.2,873,132.6,836,172.4,552,82.7,539,72.8,62.6,96,35.17,248.3,49.6
AGI_tivf_1270,525000,11000,303000,912,241,662,10400,15000,1190,3650,417,273,252,27.4,146,31.1,89.3,11.9,98.8,16.7,20.1,520,2626,241,119.7
AGI_tivf_1469,22200,131,11060,2854,440,854,1884,5220,650,2803,651,99.2,593,89.8,560,108.7,314.6,47.4,304.8,41.5,30.07,64,14.36,164.4,33.28
AGI_tivf_1488,44000,207,48000,1530,376.7,528,1272,3342,357.1,1430,288,98.6,261.7,40.8,270.4,55.6,171.2,27.2,188.3,27.03,28.01,59,55.53,301,346
AGI_tivf_1493,34900,37.6,10100,56.3,34.4,936,4.21,11.3,1.64,7,3.51,1.7,4.51,1.19,9.08,2.22,7.98,1.12,6.94,1.11,1.91,880,49,0.249,2.64
AGI_tivf_1525,13480,111.8,217000,976,1270,1618,511,2460,357,1535,281,84.3,203,26.6,166,32.1,95.6,14.3,94.1,13.28,121,183,109.8,46.9,241
AGI_tivf_1530,7410,18.71,11480,2801,467,1357,2480,8060,982,3480,517,105.5,396,58.6,384,83.3,296.3,48.5,340,47.9,33.4,162,27.6,186,27.48
AGI_tivf_1533,10800,7.66,24840,25100,3560,7500,2510,11560,1975,9950,3050,72.4,3290,638,4780,994,3020,432,2690,266,253,83,37.05,568,169.4
AGI_tivf_1598,89000,78,260000,6960,890,1025,474,2900,628,3910,1314,85.7,1310,216,1403,266,753,105.5,634,80,56.5,1420,130.5,42.8,58.9
AGI_tivf_1626,8870,28.01,12920,5490,699,1176,2930,10540,1497,6600,1280,161,1040,154,976,199,579,85.8,559,70.9,50.5,400,18.8,188.7,25.76
AGI_tivf_1640,23850,64.5,27000,1735,1954,159.3,245.9,739,111,585,194.1,51.5,249.3,43.4,296.9,63.8,196.2,30.19,196.5,24.21,63.67,360,28.7,53,29.97
AGI_tivf_1662,10100,172,15300,1293,585,1395,2549,6170,591,1870,281,41.2,230,32,201.5,42.1,140.5,23.7,189.4,30.4,46.8,165,28.45,315.2,42.7
AGI_tivf_129,6020,24.2,21500,1400,369,845,841,2760,372,1570,350,100.4,308,44.5,265,53.1,149.4,20.5,134,17.73,16.68,31,6.833,24.4,13.46
AGI_tivf_1732,232000,11140,162500,2364,443,1582,2450,7800,875,3093,443,145.2,333,47.8,311,70.5,242,41.4,323,49.1,29.28,2370,464.5,187,119
AGI_tivf_1736,14100,19.81,39900,6410,639,1570,3169,11690,1695,7190,1461,138.8,1192,179.1,1141,231,695,103.6,652,78.5,52.18,320,24.15,255.5,37.33
AGI_tivf_1754,7330,33.8,10490,2640,464.8,1991,1037,3140,400,1673,405,62,388,65.5,455,92.6,282,45,315,43.6,26.73,360,26.97,114.3,77
AGI_tivf_1757,14110,114.7,12720,3790,453,424,3200,11410,1595,7180,1234,275,908,129.1,774,155.4,439,61.8,378,50.3,29.49,90,21.08,42.6,14.48
AGI_tivf_1827,5070,34,7860,2452,472,3370,2297,7230,822,2980,481,111.8,380,52.6,340,71.5,253.8,42.9,332,47.9,38.6,44.2,27.41,485,78.9
AGI_tivf_1829,9720,31.27,10180,3306,684,1514,3020,9200,1125,4350,787,131.6,636,92,587,116.8,348.2,53.7,351.1,49.4,50.6,28.7,11.46,218,26.23
AGI_tivf_185,8210,30.19,14970,7700,620,1596,2792,11630,2012,10080,2425,243.3,2008,300.7,1823,321.7,861,109.8,592,65.3,47.4,185,26.37,171.9,25.79
AGI_tivf_1886,6039,27.92,11160,4899,765,3024,4326,14740,1932,7490,1233,148.7,913,133.3,840,168.5,519,78.4,514,65.8,60.5,8.8,15.65,346,34.32
AGI_tivf_1958,9000,42,10500,2418,370,1256,1039,3669,570,2749,702,148,614,90.3,542,96,257,34.2,198.9,25.5,18.13,311,32.7,85.3,23.12
AGI_tivf_1996,6010,22.1,71400,2130,428,967,1120,3990,591,2660,610,98.7,528,78.7,447,81.8,227,30.4,187,24.8,19.8,82,19.2,38.6,12.2
AGI_tivf_132,25650,214,9740,813,51.2,1042,3.15,20.3,5.88,45.3,35.7,14.9,60.2,14.3,121.2,29.4,107.4,18.3,132.9,16.78,6.47,216,52.4,2.8,10.93
AGI_tivf_2013,17200,347,21300,5830,668,1182,3001,10930,1589,6740,1350,165.8,1096,166,1041,214,616,93.3,572,71,45.1,89,37,187.8,24.15
AGI_tivf_250,5790,21.6,13480,402,1299,916,1759,1849,120.8,382,65.3,33.4,57,9.41,62.4,13.64,47.6,8.1,70.8,14.24,106.1,3200,290.8,3155,1133
AGI_tivf_355,8050,25.22,23400,3914,610,1171,2640,8540,1148,4650,853,118.6,717,107.5,681,134.6,419,63.7,416.1,54.5,44,592,47.7,197.1,39.5
AGI_tivf_361,9910,40,15050,6570,688,1311,3205,12170,1798,7850,1591,183.9,1303,192.4,1216,240.7,704,99,621,74.4,48.9,147,32.1,178.2,22.68
AGI_tivf_607,6800,28.24,10400,2264,490,1003,1527,4590,621,2677,546,126.5,462,72.6,435,82.9,244.9,35.2,224.8,32.1,24.93,83,21.7,74.1,16.38
AGI_tivf_620,6200,10.54,10940,1810,525,1485,4100,7850,682,2131,330,44.6,275,42,262,58.5,197.5,33.3,250,42,52.2,20.2,33.87,329,197.9
AGI_tivf_641,6260,7.12,33400,2347,440,660,3369,10140,1289,5090,878,56.8,606,79.9,452,85.1,243.9,36.9,274.3,43.8,53,240,37.86,316.8,149.8
AGI_tivf_655,6020,88,8090,1936,472,1132,2022,5490,617,2261,432,119.3,366,52.2,346,69,216.4,33.31,231.2,32.8,31.55,81,28.32,238.2,40.75
AGI_tivf_686,6600,28.93,9520,3370,547,1242,2220,6270,760,2770,516,103.1,408,76.1,543,120,389,58.8,376,48.8,34.3,156,35.29,196.4,31.9
